

Results from heasarc_veroncat: Veron Catalog of Quasars & AGN, 13th Edition
Coordinate system:  Equatorial
|name             |redshift|object_type|lii     |bii     |broad_type|class           |
|SDSS J13465+6423 |   0.024|S1         |113.3727| 51.7032|AGN       |  SEYFERT TYPE 1|
|LEDA 93974       |   0.024|S2         |280.6197| 10.6921|AGN       |  SEYFERT TYPE 2|
|NGC 5514         |   0.024|S3         |351.7375| 62.4589|AGN       |           LINER|
|UGC  5037        |   0.025|S1         |206.2280| 43.9023|AGN       |  SEYFERT TYPE 1|
|RXS J11032-0654  |   0.025|S1         |261.4298| 47.0652|AGN       |  SEYFERT TYPE 1|
|VPM J17177+4302  |   0.025|S?         | 68.2462| 34.7341|AGN       |         SEYFERT|
|Q 1128+4641      |   0.025|AG         |157.0778| 65.0247|AGN       |AGN UNCLASSIFIED|
|AKN  557         |   0.025|S1.5       | 74.3788|-41.2111|AGN       |SEYFERT TYPE 1.5|
|MARK 1127        |   0.025|H2         | 94.8110|-29.7789|AGN       |AGN UNCLASSIFIED|
|ESO 602-G25      |   0.025|S          | 39.5405|-56.9153|AGN       |         SEYFERT|
|PC 0227+0034     |   0.025|AG         |167.3586|-53.3234|AGN       |AGN UNCLASSIFIED|
|Zw 338.014       |   0.025|S?         |105.9333| 40.1579|AGN       |         SEYFERT|
|RXS J04344+7127  |   0.025|S1.5       |138.7830| 15.8536|AGN       |SEYFERT TYPE 1.5|
|NPM1G-18.0578    |   0.025|S3         | 40.6382|-56.1152|AGN       |           LINER|
|NGC 6786         |   0.025|S2         |104.7062| 24.5476|AGN       |  SEYFERT TYPE 2|
|UGC  9944        |   0.025|S2         |109.0097| 38.9142|AGN       |  SEYFERT TYPE 2|
|ESO 208-G34      |   0.025|S2         |264.5257|-13.4983|AGN       |  SEYFERT TYPE 2|
|AKN  564         |   0.025|S3         | 92.1385|-25.3365|AGN       |           LINER|
|SDSS J13018+4723 |   0.025|S1         |117.8484| 69.6281|AGN       |  SEYFERT TYPE 1|
|RXS J21359+4728  |   0.025|S1         | 92.2580| -3.4139|AGN       |  SEYFERT TYPE 1|
|NPM1G-13.0475    |   0.025|S3         |345.5886| 37.3326|AGN       |           LINER|
|Zw 493.002       |   0.025|S1.8       | 82.0615|-15.0820|AGN       |  SEYFERT TYPE 2|
|ESO 306-G25      |   0.025|S2         |245.1600|-28.9389|AGN       |  SEYFERT TYPE 2|
|ESO 549-G050     |   0.025|S2         |215.8401|-46.1878|AGN       |  SEYFERT TYPE 2|
|NPM1G+30.0129    |   0.025|S2         |192.9941| 32.2137|AGN       |  SEYFERT TYPE 2|
|UM 625           |   0.025|S2         |335.5348| 56.5028|AGN       |  SEYFERT TYPE 2|
|NGC 5995         |   0.025|S1.9       |354.9609| 30.7190|AGN       |  SEYFERT TYPE 2|
|NGC  640         |   0.025|S2         |157.7602|-68.9629|AGN       |  SEYFERT TYPE 2|
|KUG 0826+225     |   0.025|S?         |201.8800| 31.0700|AGN       |         SEYFERT|
|KUG 0228+014B    |   0.025|AG         |166.8446|-52.4510|AGN       |AGN UNCLASSIFIED|
|MARK  915        |   0.025|S1.8       | 51.0582|-55.2938|AGN       |  SEYFERT TYPE 2|
|SDSS J08378+5517 |   0.025|S1         |162.5444| 37.0041|AGN       |  SEYFERT TYPE 1|
|NGC 4853         |   0.025|S?         | 49.7742| 88.3452|AGN       |         SEYFERT|
|MCG +00.01.017   |   0.025|S3         | 95.1372|-61.8597|AGN       |           LINER|
|SDSS J12260-0327 |   0.025|S2         |290.6119| 58.7971|AGN       |  SEYFERT TYPE 2|
|SDSS J09504+0134 |   0.025|S1         |235.5867| 39.7103|AGN       |  SEYFERT TYPE 1|
|SBS 0936+531     |   0.025|S?         |163.2521| 46.3994|AGN       |         SEYFERT|
|MCG -06.15.009   |   0.025|S          |242.7404|-18.2801|AGN       |         SEYFERT|
|MCG -06.15.006   |   0.025|S          |241.8937|-18.2660|AGN       |         SEYFERT|
|SDSS J11089-0033 |   0.025|S3         |257.0903| 52.9393|AGN       |           LINER|
|UGC  4155        |   0.025|S1         |194.9024| 26.0995|AGN       |  SEYFERT TYPE 1|
|Q 0945+4753      |   0.025|AG         |170.3365| 49.0362|AGN       |AGN UNCLASSIFIED|
|SDSS J09246+5607 |   0.025|S1n        |159.8816| 43.3170|AGN       |  SEYFERT TYPE 1|
|SDSS J02487-0006 |   0.025|S1         |174.0005|-50.9597|AGN       |  SEYFERT TYPE 1|
|Arp 102B         |   0.025|S3b        | 75.4795| 34.9405|AGN       |           LINER|
|ESO 399-IG20     |   0.025|S1n        |  6.7498|-29.7240|AGN       |  SEYFERT TYPE 1|
|MARK  885        |   0.025|S1.0       | 99.3996| 38.2612|AGN       |  SEYFERT TYPE 1|
|MCG +10.12.112   |   0.025|S2         |159.0438| 33.8237|AGN       |  SEYFERT TYPE 2|
|NGC 4992         |   0.025|S1         |318.7641| 73.9608|AGN       |  SEYFERT TYPE 1|
|NGC 5674         |   0.025|S1.9       |355.8940| 57.3836|AGN       |  SEYFERT TYPE 2|
|NGC 1410         |   0.025|S2         |187.8123|-41.8370|AGN       |  SEYFERT TYPE 2|
|MARK  917        |   0.025|S2         | 93.2331|-23.0816|AGN       |  SEYFERT TYPE 2|
|SDSS J14102+0149 |   0.025|S2         |342.9675| 58.4283|AGN       |  SEYFERT TYPE 2|
|SDSS J08327+0636 |   0.025|S1         |218.7382| 25.5077|AGN       |  SEYFERT TYPE 1|
|UGC 12138        |   0.025|S1.8       | 76.1731|-42.6041|AGN       |  SEYFERT TYPE 2|
|MARK 1325        |   0.025|S3         |283.7161| 70.9551|AGN       |           LINER|
|IRAS 14317-3237  |   0.025|S2         |326.7883| 25.2027|AGN       |  SEYFERT TYPE 2|
|SDSS J09412+6103 |   0.026|S2         |152.4771| 43.6046|AGN       |  SEYFERT TYPE 2|
|SDSS J16473+4442 |   0.026|S1         | 69.9332| 40.2965|AGN       |  SEYFERT TYPE 1|
|SDSS J14251+0201 |   0.026|S2         |348.6902| 56.3278|AGN       |  SEYFERT TYPE 2|
|IRAS 06483-1955  |   0.026|S1.8       |230.7766| -9.1634|AGN       |  SEYFERT TYPE 2|
|ESO 549-G49      |   0.026|S1         |211.6468|-45.2550|AGN       |  SEYFERT TYPE 1|
|ESO 490-G18      |   0.026|S3         |233.4334|-13.5631|AGN       |           LINER|
|MCG -04.32.034   |   0.026|S          |314.9830| 38.2114|AGN       |         SEYFERT|
|SDSS J14143+0258 |   0.026|S2         |345.8975| 58.7485|AGN       |  SEYFERT TYPE 2|
|SDSS J14170+0030 |   0.026|S2         |344.1551| 56.3654|AGN       |  SEYFERT TYPE 2|
|MCG +02.60.017   |   0.026|S2         |100.9727|-44.5173|AGN       |  SEYFERT TYPE 2|
|IRAS 14167-7236  |   0.026|S2         |309.5337|-11.1304|AGN       |  SEYFERT TYPE 2|
|F  285           |   0.026|H2         |293.8083|-11.7853|AGN       |AGN UNCLASSIFIED|
|IC 5310          |   0.026|S          | 41.5663|-68.8421|AGN       |         SEYFERT|
|ESO 538-G25      |   0.026|S2         | 64.0082|-78.9487|AGN       |  SEYFERT TYPE 2|
|Q J02399-0131    |   0.026|AG         |172.9664|-53.5109|AGN       |AGN UNCLASSIFIED|
|NVSS J17093-1233 |   0.026|S3         |  9.2966| 15.9771|AGN       |           LINER|
|MCG -02.28.039   |   0.026|S1.5       |265.4104| 42.2741|AGN       |SEYFERT TYPE 1.5|
|NVSS J22559-1222 |   0.026|S          | 55.8602|-59.2089|AGN       |         SEYFERT|
|SDSS J09237+5519 |   0.026|S1         |160.9891| 43.4065|AGN       |  SEYFERT TYPE 1|
|ESO 113-G10      |   0.026|S1.8       |299.4546|-58.5977|AGN       |  SEYFERT TYPE 2|
|NPM1G-04.0637    |   0.026|S1         | 66.8732|-53.6151|AGN       |  SEYFERT TYPE 1|
|MARK 1490        |   0.026|H2         | 91.2916| 62.1154|AGN       |AGN UNCLASSIFIED|
|MARK  663        |   0.026|S1         | 59.8357| 75.2221|AGN       |  SEYFERT TYPE 1|
|MARK  543        |   0.026|S1.5       | 99.8444|-57.3073|AGN       |SEYFERT TYPE 1.5|
|IC 1867          |   0.026|S2         |166.8609|-42.7017|AGN       |  SEYFERT TYPE 2|
|NGC 5515         |   0.026|S1.9       | 73.8803| 69.1826|AGN       |  SEYFERT TYPE 2|
|ESO 490-IG26     |   0.026|S1.0       |235.2341|-13.7913|AGN       |  SEYFERT TYPE 1|
|ESO 533-G50      |   0.026|S2         | 27.7897|-59.4696|AGN       |  SEYFERT TYPE 2|
|SDSS J14147+0306 |   0.026|S2         |346.1767| 58.8030|AGN       |  SEYFERT TYPE 2|
|SDSS J02248-0031 |   0.026|S3         |166.9168|-55.2165|AGN       |           LINER|
|Q 2055+0126      |   0.026|AG         | 50.2407|-27.0452|AGN       |AGN UNCLASSIFIED|
|ESO 399-015      |   0.026|S3         |  6.2916|-28.5113|AGN       |           LINER|
|SZ 80            |   0.026|H2         |338.2453| 11.9157|AGN       |AGN UNCLASSIFIED|
|MARK  335        |   0.026|S1n        |108.7633|-41.4242|AGN       |  SEYFERT TYPE 1|
|UGC 12646        |   0.026|S2         |101.3325|-33.5569|AGN       |  SEYFERT TYPE 2|
|NGC 7212         |   0.026|S1h        | 70.4233|-35.3784|AGN       |  SEYFERT TYPE 1|
|MARK 1261        |   0.026|H2         |250.5609| 48.1729|AGN       |AGN UNCLASSIFIED|
|SDSS J11159-0020 |   0.026|S1         |259.1728| 54.2054|AGN       |  SEYFERT TYPE 1|
|Q 1241+1624      |   0.026|AG         |293.0756| 78.8489|AGN       |AGN UNCLASSIFIED|
|NGC 7237         |   0.026|S          | 75.1403|-34.1198|AGN       |         SEYFERT|
|II Zw 102        |   0.026|S2         | 53.8063|-27.8234|AGN       |  SEYFERT TYPE 2|
|SDSS J08448+5503 |   0.026|S1         |162.7103| 38.0209|AGN       |  SEYFERT TYPE 1|
|SDSS J08506+5721 |   0.026|S2         |159.6642| 38.4983|AGN       |  SEYFERT TYPE 2|
|PDS J01118-4558  |   0.026|S2         |292.1219|-70.7171|AGN       |  SEYFERT TYPE 2|
|IRAS 16355-2049  |   0.027|S1n        |357.7279| 17.0210|AGN       |  SEYFERT TYPE 1|
|HE 1136-2304     |   0.027|S          |282.0812| 36.5558|AGN       |         SEYFERT|
|III Zw  35       |   0.027|S2         |140.6653|-43.9343|AGN       |  SEYFERT TYPE 2|
|MCG -04.27.011   |   0.027|S          |279.0517| 36.5366|AGN       |         SEYFERT|
|NGC 7566         |   0.027|S2         | 76.4173|-56.3848|AGN       |  SEYFERT TYPE 2|
|WKK 3262         |   0.027|S2         |311.7495| -8.6536|AGN       |  SEYFERT TYPE 2|
|ESO 540-G01      |   0.027|S1.8       | 87.4461|-83.0917|AGN       |  SEYFERT TYPE 2|
|ESO 080-G05      |   0.027|S1.8       |294.1509|-49.9950|AGN       |  SEYFERT TYPE 2|
|SDSS J13328+4152 |   0.027|S1         | 95.7193| 73.0001|AGN       |  SEYFERT TYPE 1|
|WAS 87           |   0.027|H2         | 16.3528| 73.0644|AGN       |AGN UNCLASSIFIED|
|Zw 229.015       |   0.027|S1         | 73.0901| 15.5310|AGN       |  SEYFERT TYPE 1|
|NVSS J16448-1302 |   0.027|S          |  5.3148| 20.6200|AGN       |         SEYFERT|
|SDSS J14468-0028 |   0.027|S3         |352.8038| 50.8724|AGN       |           LINER|
|IRAS 03106-0254  |   0.027|S2         |183.3314|-48.2520|AGN       |  SEYFERT TYPE 2|
|IRAS 16399-0937N |   0.027|S2         |  7.8884| 22.9782|AGN       |  SEYFERT TYPE 2|
|SDSS J13138-0336 |   0.027|S2         |313.7710| 58.7932|AGN       |  SEYFERT TYPE 2|
|1H 2107-097      |   0.027|S1.2       | 40.2663|-34.9366|AGN       |  SEYFERT TYPE 1|
|MARK  590        |   0.027|S1.0       |163.4997|-56.9419|AGN       |  SEYFERT TYPE 1|
|MCG +06.38.005   |   0.027|S1.5       | 59.4425| 34.6841|AGN       |SEYFERT TYPE 1.5|
|MARK  176        |   0.027|S1i        |147.1364| 60.3187|AGN       |  SEYFERT TYPE 1|
|IC  910          |   0.027|S3         | 16.7651| 78.1259|AGN       |           LINER|
|UGC  1093SE      |   0.027|S3         |136.4341|-44.2443|AGN       |           LINER|
|                 |   0.027|S2         |160.3059| 33.3432|AGN       |  SEYFERT TYPE 2|
|SDSS J10397-0042 |   0.027|S2         |248.8455| 47.8425|AGN       |  SEYFERT TYPE 2|
|IRAS 22570-2601  |   0.027|S2         | 29.6992|-64.9998|AGN       |  SEYFERT TYPE 2|
|ESO 509-G38      |   0.027|S1         |314.1407| 36.6017|AGN       |  SEYFERT TYPE 1|
|NGC 2859 U6      |   0.027|AG         |189.8258| 45.2268|AGN       |AGN UNCLASSIFIED|
|MCG +10.16.111   |   0.027|S1         |144.2128| 55.0847|AGN       |  SEYFERT TYPE 1|
|MARK 1459        |   0.027|H2         |229.6970| 74.6574|AGN       |AGN UNCLASSIFIED|
|MCG +10.12.091   |   0.027|S2         |159.5553| 33.4180|AGN       |  SEYFERT TYPE 2|
|IC 5298          |   0.027|S2         | 97.2911|-32.5203|AGN       |  SEYFERT TYPE 2|
|SBS 0911+472     |   0.027|H2         |172.5913| 43.5015|AGN       |AGN UNCLASSIFIED|
|NVSS J13230-3452 |   0.027|S3         |310.2383| 27.5436|AGN       |           LINER|
|SDSS J17299+5823 |   0.027|S2         | 86.8785| 33.4169|AGN       |  SEYFERT TYPE 2|
|PC 0026+0535     |   0.027|AG         |112.6742|-56.5452|AGN       |AGN UNCLASSIFIED|
|RXS J05055+0416  |   0.027|BL         |196.1729|-21.1993|BLLAC     |          BL LAC|
|SDSS J14534+0218 |   0.027|S2         |357.7978| 51.6815|AGN       |  SEYFERT TYPE 2|
|MARK  896        |   0.027|S1n        | 44.2455|-26.7195|AGN       |  SEYFERT TYPE 1|
|SDSS J07372+3131 |   0.027|S1         |188.0174| 22.8969|AGN       |  SEYFERT TYPE 1|
|NGC 4704         |   0.027|S2         |124.8710| 75.1971|AGN       |  SEYFERT TYPE 2|
|NGC 6521         |   0.027|S1.9       | 91.8183| 30.2170|AGN       |  SEYFERT TYPE 2|
|SBS 0808+587     |   0.027|S2         |158.7882| 33.3274|AGN       |  SEYFERT TYPE 2|
|NGC 6552         |   0.027|S1h        | 96.4469| 29.7993|AGN       |  SEYFERT TYPE 1|
|KAZ 147          |   0.027|S2         | 97.1034| 32.2887|AGN       |  SEYFERT TYPE 2|
|XMM J00344-4333  |   0.027|S1         |313.6640|-73.2197|AGN       |  SEYFERT TYPE 1|
|SDSS J11437+5500 |   0.027|S1         |142.1541| 59.5237|AGN       |  SEYFERT TYPE 1|
|NGC 3341B        |   0.027|S2         |242.8737| 52.1896|AGN       |  SEYFERT TYPE 2|
|Q 1350+3758      |   0.027|AG         | 76.1039| 73.2710|AGN       |AGN UNCLASSIFIED|
|SDSS J17126+5719 |   0.027|S2         | 85.7326| 35.7753|AGN       |  SEYFERT TYPE 2|
|UGC 10695SE      |   0.028|S3         | 67.9722| 37.0370|AGN       |           LINER|
|MCG +10.25.061   |   0.028|S2         | 88.7118| 33.0743|AGN       |  SEYFERT TYPE 2|
|MCG -02.14.009   |   0.028|S1         |211.8135|-25.8646|AGN       |  SEYFERT TYPE 1|
|B3 0920+416      |   0.028|S?         |180.2997| 45.4583|AGN       |         SEYFERT|
|SDSS J09132+5854 |   0.028|S2         |156.8607| 41.0727|AGN       |  SEYFERT TYPE 2|
|NGC 3561B        |   0.028|S3         |203.0064| 67.8448|AGN       |           LINER|
|IRAS L05261-2040 |   0.028|S2         |223.4246|-27.1583|AGN       |  SEYFERT TYPE 2|
|SDSS J17227+6209 |   0.028|S1         | 91.4715| 34.0616|AGN       |  SEYFERT TYPE 1|
|IC 4165          |   0.028|S1         |111.4331| 76.9001|AGN       |  SEYFERT TYPE 1|
|MCG -03.32.017   |   0.028|S3         |298.6459| 42.6294|AGN       |           LINER|
|IC 1339          |   0.028|S3         | 29.6311|-35.7611|AGN       |           LINER|
|Zw 047.107       |   0.028|S1n        |353.8883| 55.9238|AGN       |  SEYFERT TYPE 1|
|IRAS 12288-4741  |   0.028|S1.0       |299.5035| 14.7723|AGN       |  SEYFERT TYPE 1|
|MCG -01.29.018   |   0.028|S2         |266.7267| 51.6250|AGN       |  SEYFERT TYPE 2|
|MARK  705        |   0.028|S1.2       |219.0489| 39.9966|AGN       |  SEYFERT TYPE 1|
|KUG 1618+402     |   0.028|S1n        | 63.7485| 45.3175|AGN       |  SEYFERT TYPE 1|
|PKS 2201+04      |   0.028|S1         | 64.7012|-38.6315|AGN       |  SEYFERT TYPE 1|
|HXMM J11053+3814 |   0.028|S2         |179.6398| 65.1932|QSO       |  SEYFERT TYPE 2|
|IRAS 08417-1351  |   0.028|S1.5       |239.3400| 17.2777|AGN       |SEYFERT TYPE 1.5|
|MCG -04.50.013   |   0.028|S3         | 25.6205|-41.6731|AGN       |           LINER|
|ESO  31-G08      |   0.028|S1.2       |290.3286|-40.7938|AGN       |  SEYFERT TYPE 1|
|F  357           |   0.028|H2         |318.3608|-42.1650|AGN       |AGN UNCLASSIFIED|
|PKS 2153-69      |   0.028|S1         |321.3169|-40.6471|AGN       |  SEYFERT TYPE 1|
|NPM1G-21.0183    |   0.028|S          |223.9523|-27.7774|AGN       |         SEYFERT|
|WPVS 95          |   0.028|S          |328.3779| 20.4351|QSO       |         SEYFERT|
|SDSS J15097+0123 |   0.028|S2         |  0.9841| 48.0444|AGN       |  SEYFERT TYPE 2|
|ESO 374-G44      |   0.028|S2         |270.4035| 16.7134|AGN       |  SEYFERT TYPE 2|
|MCG -06.45.016   |   0.028|S3         |  7.4272|-38.2347|AGN       |           LINER|
|NPM1G+82.0048    |   0.028|S2         |126.0369| 34.2501|AGN       |  SEYFERT TYPE 2|
|IGR J12026-5349  |   0.028|S2         |295.7141|  8.3534|AGN       |  SEYFERT TYPE 2|
|NGC 7158         |   0.028|S1n        | 44.9151|-46.3112|AGN       |  SEYFERT TYPE 1|
|SDSS J23328+0111 |   0.028|S1         | 86.0604|-55.9441|AGN       |  SEYFERT TYPE 1|
|ESO 549-G36      |   0.028|S2         |209.9784|-46.6660|AGN       |  SEYFERT TYPE 2|
|MS 10588+1003    |   0.028|S1.9       |241.4525| 58.8115|AGN       |  SEYFERT TYPE 2|
|SDSS J02472+0028 |   0.028|S1         |172.9331|-50.8006|AGN       |  SEYFERT TYPE 1|
|MARK  266SW      |   0.028|S2         |102.7261| 66.9728|AGN       |  SEYFERT TYPE 2|
|MARK  266NE      |   0.028|S3         |102.7250| 66.9707|AGN       |           LINER|
|SDSS J14274+0446 |   0.028|S2         |352.8802| 58.0081|AGN       |  SEYFERT TYPE 2|
|IRAS 16382-0613  |   0.028|S2         | 10.6854| 25.2759|AGN       |  SEYFERT TYPE 2|
|NGC 6104         |   0.028|S1.5       | 57.3655| 45.9137|AGN       |SEYFERT TYPE 1.5|
|UGC  3179        |   0.028|H2         |194.7781|-25.0498|AGN       |AGN UNCLASSIFIED|
|NGC 5765         |   0.028|S2         |  0.5381| 54.0465|AGN       |  SEYFERT TYPE 2|
|SBS 0807+581     |   0.028|S2         |159.5231| 33.2902|AGN       |  SEYFERT TYPE 2|
|UGC 3194         |   0.028|S3         |197.1320|-25.4093|AGN       |           LINER|
|SDSS J17286+5708 |   0.028|S1         | 85.3822| 33.6241|AGN       |  SEYFERT TYPE 1|
|MARK 1218        |   0.028|S1.8       |199.8116| 33.6775|AGN       |  SEYFERT TYPE 2|
|SDSS J21529-0009 |   0.028|S2         | 57.5797|-39.4013|AGN       |  SEYFERT TYPE 2|
|SDSS J03038-0012 |   0.028|S2         |178.1850|-48.3460|AGN       |  SEYFERT TYPE 2|
|SDSS J08472+5114 |   0.028|S3         |167.5103| 38.7050|AGN       |           LINER|
|SDSS J02502+0005 |   0.028|S2         |174.1904|-50.5617|AGN       |  SEYFERT TYPE 2|
|SDSS J17153+5739 |   0.028|S1         | 86.1098| 35.3906|AGN       |  SEYFERT TYPE 1|
|SDSS J09206+5255 |   0.028|S2         |164.3599| 43.5530|AGN       |  SEYFERT TYPE 2|
|UGC 12243        |   0.028|S1         | 83.0117|-41.9355|AGN       |  SEYFERT TYPE 1|
|SDSS J17283+5732 |   0.028|S1         | 85.8637| 33.6465|AGN       |  SEYFERT TYPE 1|
|SDSS J08584+0001 |   0.028|S1         |228.6723| 27.9455|AGN       |  SEYFERT TYPE 1|
|NPM1G-02.0063    |   0.028|S          |161.8230|-59.7218|AGN       |         SEYFERT|
|NGC 6370         |   0.028|S3         | 85.2010| 34.3359|AGN       |           LINER|
|Q 1234+0848      |   0.028|AG         |291.6920| 71.0900|AGN       |AGN UNCLASSIFIED|
|NGC 6393         |   0.028|S2         | 88.3626| 33.3183|AGN       |  SEYFERT TYPE 2|
|MARK  516        |   0.028|S1.8       | 65.6484|-35.3765|AGN       |  SEYFERT TYPE 2|
|Zw 258.006       |   0.028|S1.8       |156.6602|  8.6991|AGN       |  SEYFERT TYPE 2|
|NGC 3362         |   0.028|S2         |241.4665| 53.6136|AGN       |  SEYFERT TYPE 2|
|ESO 409-003      |   0.028|S3         | 27.4880|-79.0026|AGN       |           LINER|
|MARK  520        |   0.028|S1.9       | 69.3928|-34.0303|AGN       |  SEYFERT TYPE 2|
|IRAS 11463-3304  |   0.028|S          |288.1988| 27.7318|AGN       |         SEYFERT|
|MARK  595        |   0.028|S1.5       |164.7594|-46.5455|AGN       |SEYFERT TYPE 1.5|
|KUG 0325+023A    |   0.029|AG         |181.0414|-42.0999|AGN       |AGN UNCLASSIFIED|
|SDSS J13575-0008 |   0.029|S1         |335.8738| 58.4320|AGN       |  SEYFERT TYPE 1|
|UGC  1847B       |   0.029|AG         |163.4007|-52.9472|AGN       |AGN UNCLASSIFIED|
|SDSS J17319+5958 |   0.029|S1         | 88.7492| 33.1002|AGN       |  SEYFERT TYPE 1|
|UGC 10855A       |   0.029|H2         | 87.4120| 34.0013|AGN       |AGN UNCLASSIFIED|
|MARK 1400        |   0.029|S1.0       |157.3925|-48.6345|AGN       |  SEYFERT TYPE 1|
|NPM1G+27.0459    |   0.029|S1.9       | 39.3313| 64.6407|AGN       |  SEYFERT TYPE 2|
|UGC  9826        |   0.029|S1.5       | 63.8098| 56.6320|AGN       |SEYFERT TYPE 1.5|
|NGC 7603         |   0.029|S1.5       | 80.0679|-54.7399|AGN       |SEYFERT TYPE 1.5|
|E 1258+289       |   0.029|H2         | 68.6141| 87.3266|AGN       |AGN UNCLASSIFIED|
|UGC 12492        |   0.029|S2         | 78.6474|-55.7625|AGN       |  SEYFERT TYPE 2|
|Zw 425.034       |   0.029|S1.5       | 59.4130|-22.6831|AGN       |SEYFERT TYPE 1.5|
|IRAS F10570+7239 |   0.029|S1         |133.8995| 42.3076|AGN       |  SEYFERT TYPE 1|
|1WGA J1222.2+2821|   0.029|S1.8       |200.4797| 83.4284|AGN       |  SEYFERT TYPE 2|
|WPVS  7          |   0.029|S1n        |307.5660|-65.7355|AGN       |  SEYFERT TYPE 1|
|II Zw  83        |   0.029|S2         | 42.1957|-22.2126|AGN       |  SEYFERT TYPE 2|
|SDSS J23157+0024 |   0.029|S3         | 79.1471|-54.1150|AGN       |           LINER|
|MCG +02.57.002   |   0.029|S1.5       | 75.4625|-37.0747|AGN       |SEYFERT TYPE 1.5|
|SDSS J02534-0014 |   0.029|S2         |175.4618|-50.2276|AGN       |  SEYFERT TYPE 2|
|UGC 12237        |   0.029|S2         | 82.9594|-41.8233|AGN       |  SEYFERT TYPE 2|
|MARK  704        |   0.029|S1.2       |213.8239| 39.7241|AGN       |  SEYFERT TYPE 1|
|MCG +00.59.018   |   0.029|S3         | 79.1162|-55.1193|AGN       |           LINER|
|Q 1309+4747      |   0.029|AG         |113.4135| 69.2353|AGN       |AGN UNCLASSIFIED|
|ESO  25-G02      |   0.029|S1         |315.3813|-26.7352|AGN       |  SEYFERT TYPE 1|
|SDSS J14396+0308 |   0.029|S2         |354.7837| 54.7338|AGN       |  SEYFERT TYPE 2|
|NGC 7808         |   0.029|S1         | 86.1128|-70.1129|AGN       |  SEYFERT TYPE 1|
|IRAS 07245-3548  |   0.029|S2         |248.7671| -9.0761|AGN       |  SEYFERT TYPE 2|
|MS 11103+2210    |   0.029|S2         |220.6697| 67.0449|AGN       |  SEYFERT TYPE 2|
|MCG +08.23.067   |   0.029|S1.5       |130.8816| 71.2511|AGN       |SEYFERT TYPE 1.5|
|UGC  6100        |   0.029|S2         |165.2855| 61.4084|AGN       |  SEYFERT TYPE 2|
|SDSS J11477+0149 |   0.029|S2         |269.1436| 60.4491|AGN       |  SEYFERT TYPE 2|
|V Zw 331         |   0.029|BL         |149.7721|-14.0700|BLLAC     |          BL LAC|
|NGC 7776         |   0.029|S3         | 75.5087|-70.9844|AGN       |           LINER|
|SDSS J13130+0127 |   0.029|S1n        |315.2765| 63.8170|AGN       |  SEYFERT TYPE 1|
|WPVS  5          |   0.029|S2         |311.9770|-62.6573|AGN       |  SEYFERT TYPE 2|
|F  265           |   0.029|S1.2       |276.0040|-24.0382|AGN       |  SEYFERT TYPE 1|
|MCG +04.19.017   |   0.029|S2         |198.2298| 24.9224|AGN       |  SEYFERT TYPE 2|
|Zw 009.070       |   0.029|S2         |248.7283| 44.8496|AGN       |  SEYFERT TYPE 2|
|SDSS J11241-0109 |   0.029|S1         |262.8212| 54.7682|AGN       |  SEYFERT TYPE 1|
|NPM1G-16.044     |   0.029|S1.5       |327.6501| 42.6312|AGN       |SEYFERT TYPE 1.5|
|NGC 1218         |   0.029|S1         |174.8581|-44.5135|AGN       |  SEYFERT TYPE 1|
|NPM1G-15.0520    |   0.029|S          | 31.9232|-35.4449|AGN       |         SEYFERT|
|ESO 433-G12      |   0.029|S          |259.2340| 11.7560|AGN       |         SEYFERT|
|Zw 0040.007      |   0.029|S3         |262.4974| 59.6321|AGN       |           LINER|
|TOL 1326-379     |   0.029|S3         |311.0669| 24.0343|AGN       |           LINER|
|Zw 023.021       |   0.029|S1.9       | 14.0374| 36.2094|AGN       |  SEYFERT TYPE 2|
|SDSS J11036-0052 |   0.029|S2         |255.7510| 51.8443|AGN       |  SEYFERT TYPE 2|
|Q 10358-0951     |   0.029|S1         |257.4795| 40.7236|AGN       |  SEYFERT TYPE 1|
|IC  355          |   0.029|S1         |170.9557|-25.4455|AGN       |  SEYFERT TYPE 1|
|SDSS J14270+3554 |   0.029|S1         | 62.2328| 67.8854|AGN       |  SEYFERT TYPE 1|
|SDSS J21093-0607 |   0.029|S2         | 44.0785|-33.3326|AGN       |  SEYFERT TYPE 2|
|KISSR 2395       |   0.029|S2         | 59.0359| 66.3861|AGN       |  SEYFERT TYPE 2|
|SDSS J14534+0425 |   0.029|S2         |  0.3676| 53.1056|AGN       |  SEYFERT TYPE 2|
|RXS J04520+4932  |   0.029|S1         |157.2524|  3.4200|AGN       |  SEYFERT TYPE 1|
|SDSS J02590-0645 |   0.029|S2         |184.8687|-53.5209|AGN       |  SEYFERT TYPE 2|
|UGC 10593        |   0.029|S2         | 84.3592| 38.7116|AGN       |  SEYFERT TYPE 2|
|NVSS J10442-3442 |   0.029|S          |275.2482| 21.2295|AGN       |         SEYFERT|
|MCG -01.32.011   |   0.029|S3         |292.5051| 54.6805|AGN       |           LINER|
|SDSS J13062+5857 |   0.029|S1         |119.3218| 58.0651|AGN       |  SEYFERT TYPE 1|
|NGC 7674         |   0.029|S1h        | 90.6267|-48.7851|AGN       |  SEYFERT TYPE 1|
|SBS 1438+594     |   0.029|S3         |100.3163| 52.8446|AGN       |           LINER|
|UGC  3134        |   0.029|S2         |198.0622|-29.1587|AGN       |  SEYFERT TYPE 2|
